ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
221158_at	1.29e-08	1.57e-10	-7.32	13.748903	-0.73068432	PAXBP1	PAX3 and PAX7 binding protein 1
236649_at	1.32e-08	1.61e-10	-7.32	13.724684	-0.81841606	DTWD1	DTW domain containing 1
228318_s_at	1.33e-08	1.63e-10	-7.31	13.7107	-0.94964411	CRIPAK	cysteine rich PAK1 inhibitor
200663_at	1.36e-08	1.67e-10	7.31	13.688346	0.72495516	CD63	CD63 molecule
218067_s_at	1.36e-08	1.68e-10	-7.31	13.680415	-0.42834749	ARGLU1	arginine and glutamate rich 1
202961_s_at	1.37e-08	1.70e-10	7.30	13.672506	0.52629024	ARMC2-AS1///ATP5J2	ARMC2 antisense RNA 1///ATP synthase, H+ transporting, mitochondrial Fo complex subunit F2
201999_s_at	1.39e-08	1.74e-10	7.30	13.651041	0.56064491	DYNLT1	dynein light chain Tctex-type 1
226236_at	1.39e-08	1.74e-10	7.30	13.651023	0.53408879	LINC00493	long intergenic non-protein coding RNA 493
201711_x_at	1.41e-08	1.77e-10	-7.30	13.632675	-0.71385445	RANBP2	RAN binding protein 2
200078_s_at	1.41e-08	1.78e-10	7.29	13.624867	0.59694583	ATP6V0B	ATPase H+ transporting V0 subunit b
218308_at	1.41e-08	1.78e-10	7.29	13.624619	0.66245786	TACC3	transforming acidic coiled-coil containing protein 3
203552_at	1.46e-08	1.85e-10	-7.29	13.589789	-0.8950126	MAP4K5	mitogen-activated protein kinase kinase kinase kinase 5
208780_x_at	1.47e-08	1.87e-10	7.28	13.578797	0.47057154	VAPA	VAMP associated protein A
214288_s_at	1.47e-08	1.88e-10	7.28	13.574256	0.32604255	PSMB1	proteasome subunit beta 1
242208_at	1.48e-08	1.90e-10	-7.28	13.56482	-1.01248227	ZNF37BP	zinc finger protein 37B, pseudogene
1553292_s_at	1.49e-08	1.92e-10	-7.28	13.554541	-1.09535665	SGK494	uncharacterized serine/threonine-protein kinase SgK494
202337_at	1.52e-08	1.96e-10	7.27	13.532867	0.50106363	PMF1	polyamine-modulated factor 1
232346_at	1.54e-08	2.00e-10	-7.27	13.514411	-0.87486881	LOC388692	uncharacterized LOC388692
211721_s_at	1.55e-08	2.02e-10	-7.27	13.504733	-0.89515545	ZNF551	zinc finger protein 551
225245_x_at	1.57e-08	2.06e-10	7.26	13.48432	0.69627904	H2AFJ	H2A histone family member J
206555_s_at	1.62e-08	2.13e-10	-7.25	13.451534	-0.51710711	THUMPD1	THUMP domain containing 1
45714_at	1.67e-08	2.21e-10	7.25	13.418145	0.70132706	HCFC1R1	host cell factor C1 regulator 1
225017_at	1.67e-08	2.22e-10	-7.24	13.410707	-0.52704515	CCDC14	coiled-coil domain containing 14
223244_s_at	1.67e-08	2.22e-10	7.24	13.410257	0.53802747	NDUFA12	NADH:ubiquinone oxidoreductase subunit A12
204610_s_at	1.70e-08	2.27e-10	7.24	13.389242	0.78747874	CCDC85B	coiled-coil domain containing 85B
1557228_at	1.72e-08	2.31e-10	-7.24	13.375365	-0.91707708	EHBP1L1	EH domain binding protein 1 like 1
225363_at	1.73e-08	2.32e-10	7.24	13.369053	0.82102914	PTEN	phosphatase and tensin homolog
203574_at	1.73e-08	2.33e-10	7.23	13.364689	1.29899872	NFIL3	nuclear factor, interleukin 3 regulated
212657_s_at	1.76e-08	2.38e-10	7.23	13.342952	1.27417102	IL1RN	interleukin 1 receptor antagonist
227934_at	1.77e-08	2.41e-10	-7.23	13.332856	-0.75387112	KPNA5	karyopherin subunit alpha 5
211043_s_at	1.81e-08	2.47e-10	7.22	13.307489	0.45156357	CLTB	clathrin light chain B
202081_at	1.83e-08	2.51e-10	7.22	13.293347	0.9727594	IER2	immediate early response 2
239151_at	1.83e-08	2.51e-10	-7.22	13.293155	-0.94973694	BMS1P5	BMS1, ribosome biogenesis factor pseudogene 5
227611_at	1.86e-08	2.56e-10	-7.21	13.273497	-0.6918725	TARSL2	threonyl-tRNA synthetase like 2
203569_s_at	1.90e-08	2.63e-10	-7.21	13.248174	-0.60834133	OFD1	OFD1, centriole and centriolar satellite protein
201199_s_at	1.91e-08	2.65e-10	7.21	13.239504	0.504279	PSMD1	proteasome 26S subunit, non-ATPase 1
210113_s_at	1.95e-08	2.71e-10	-7.20	13.217294	-0.71987055	NLRP1	NLR family pyrin domain containing 1
211445_x_at	1.97e-08	2.75e-10	-7.20	13.204801	-0.94821093	NACAP1	nascent polypeptide associated complex alpha subunit pseudogene 1
212568_s_at	1.99e-08	2.79e-10	-7.19	13.190542	-0.42173809	DLAT	dihydrolipoamide S-acetyltransferase
209903_s_at	2.04e-08	2.87e-10	-7.19	13.162611	-0.50086903	ATR	ATR serine/threonine kinase
221666_s_at	2.07e-08	2.93e-10	7.18	13.144519	0.79076984	PYCARD	PYD and CARD domain containing
209724_s_at	2.11e-08	2.99e-10	-7.18	13.12381	-0.49356366	ZBTB14	zinc finger and BTB domain containing 14
213655_at	2.19e-08	3.12e-10	7.17	13.0836	1.09365143		
226334_s_at	2.19e-08	3.13e-10	-7.17	13.078319	-0.71765096	AHSA2	AHA1, activator of heat shock 90kDa protein ATPase homolog 2 (yeast)
207606_s_at	2.19e-08	3.14e-10	-7.17	13.075283	-0.82375601	ARHGAP12	Rho GTPase activating protein 12
221736_at	2.19e-08	3.15e-10	-7.17	13.073258	-0.45346053	RALGAPB	Ral GTPase activating protein non-catalytic beta subunit
224864_at	2.21e-08	3.19e-10	7.16	13.061074	0.61631835	SRA1	steroid receptor RNA activator 1
202009_at	2.31e-08	3.35e-10	7.15	13.012487	0.62330976	TWF2	twinfilin actin binding protein 2
204449_at	2.35e-08	3.42e-10	-7.15	12.992443	-0.67201152	PDCL	phosducin like
212058_at	2.37e-08	3.47e-10	-7.15	12.980934	-0.4078561	U2SURP	U2 snRNP associated SURP domain containing
203114_at	2.41e-08	3.53e-10	7.14	12.96312	0.78647901	SSSCA1	Sjogren syndrome/scleroderma autoantigen 1
223067_at	2.52e-08	3.71e-10	7.13	12.915067	0.54060186	CWC15	CWC15 spliceosome-associated protein
201828_x_at	2.59e-08	3.81e-10	7.12	12.888543	0.44895636	FAM127A	family with sequence similarity 127 member A
212643_at	2.69e-08	3.99e-10	7.11	12.845019	0.46246311	MAPK1IP1L	mitogen-activated protein kinase 1 interacting protein 1 like
208742_s_at	2.69e-08	4.00e-10	7.11	12.841933	0.58429943	SAP18	Sin3A associated protein 18
207677_s_at	2.76e-08	4.11e-10	7.11	12.814634	1.0109728	NCF4	neutrophil cytosolic factor 4
1553102_a_at	2.79e-08	4.17e-10	-7.10	12.80205	-0.46426389	CCDC69	coiled-coil domain containing 69
1553217_s_at	2.82e-08	4.22e-10	-7.10	12.789572	-0.78022303	ZNF41	zinc finger protein 41
210649_s_at	2.83e-08	4.26e-10	-7.10	12.779862	-0.83153717	ARID1A	AT-rich interaction domain 1A
205403_at	2.84e-08	4.29e-10	7.10	12.774205	3.54746085	IL1R2	interleukin 1 receptor type 2
202856_s_at	2.86e-08	4.32e-10	7.10	12.766202	0.96288494	MIR6787///SLC16A3	microRNA 6787///solute carrier family 16 member 3
212229_s_at	2.87e-08	4.37e-10	-7.09	12.75672	-0.49116009	FBXO21	F-box protein 21
212847_at	2.96e-08	4.51e-10	-7.09	12.726336	-0.79670741	FUBP1	far upstream element binding protein 1
228171_s_at	2.97e-08	4.54e-10	-7.09	12.719864	-0.73615951	PLEKHG4	pleckstrin homology and RhoGEF domain containing G4
209657_s_at	3.00e-08	4.61e-10	-7.08	12.70512	-0.68628676	HSF2	heat shock transcription factor 2
201917_s_at	3.04e-08	4.67e-10	-7.08	12.690935	-0.50406289	SLC25A36	solute carrier family 25 member 36
223766_at	3.04e-08	4.70e-10	-7.08	12.685965	-0.95471134		
205627_at	3.06e-08	4.74e-10	7.08	12.677022	1.29964966	CDA	cytidine deaminase
220940_at	3.06e-08	4.76e-10	-7.07	12.673105	-1.11013022	ANKRD36B	ankyrin repeat domain 36B
226648_at	3.06e-08	4.78e-10	-7.07	12.668586	-0.53557768	HIF1AN	hypoxia inducible factor 1 alpha subunit inhibitor
218877_s_at	3.06e-08	4.79e-10	-7.07	12.668207	-0.60260719	TRMT11	tRNA methyltransferase 11 homolog
229450_at	3.09e-08	4.85e-10	7.07	12.654439	2.27383247	IFIT3	interferon induced protein with tetratricopeptide repeats 3
206177_s_at	3.11e-08	4.90e-10	7.07	12.646014	2.90033812	ARG1	arginase 1
212855_at	3.15e-08	4.98e-10	-7.06	12.630546	-0.80043319	DCUN1D4	defective in cullin neddylation 1 domain containing 4
215921_at	3.22e-08	5.10e-10	-7.06	12.606289	-1.84217005	NPIPA5///NPIPB6///NPIPB8///NPIPB3	nuclear pore complex interacting protein family member A5///nuclear pore complex interacting protein family member B6///nuclear pore complex interacting protein family member B8///nuclear pore complex interacting protein family member B3
212625_at	3.24e-08	5.14e-10	7.06	12.59808	0.62985784	STX10	syntaxin 10
203250_at	3.26e-08	5.20e-10	-7.05	12.586875	-0.39054095	SCAF8	SR-related CTD associated factor 8
202275_at	3.30e-08	5.27e-10	7.05	12.574084	0.73145418	G6PD	glucose-6-phosphate dehydrogenase
226796_at	3.31e-08	5.32e-10	-7.05	12.566491	-0.57101757	ABHD15	abhydrolase domain containing 15
221263_s_at	3.34e-08	5.38e-10	7.05	12.554582	0.39331268	SF3B5	splicing factor 3b subunit 5
34689_at	3.34e-08	5.39e-10	7.05	12.553819	0.47266684	ATRIP///TREX1	ATR interacting protein///three prime repair exonuclease 1
216908_x_at	3.37e-08	5.45e-10	-7.04	12.541716	-0.6074928	RRN3P1	RRN3 homolog, RNA polymerase I transcription factor pseudogene 1
226979_at	3.46e-08	5.62e-10	7.04	12.512531	0.48568946	MAP3K2	mitogen-activated protein kinase kinase kinase 2
1552716_at	3.53e-08	5.75e-10	-7.03	12.489733	-1.03933302	SPEF2	sperm flagellar 2
238121_at	3.57e-08	5.83e-10	-7.03	12.476978	-1.2961125	GK5	glycerol kinase 5 (putative)
224825_at	3.62e-08	5.94e-10	7.02	12.45944	0.68094076	DNTTIP1	deoxynucleotidyltransferase terminal interacting protein 1
213077_at	3.74e-08	6.15e-10	-7.02	12.425909	-0.83248485	YTHDC2	YTH domain containing 2
210740_s_at	3.78e-08	6.25e-10	7.01	12.410107	0.62906837	ITPK1	inositol-tetrakisphosphate 1-kinase
205965_at	3.78e-08	6.26e-10	7.01	12.407784	0.61837574	BATF	basic leucine zipper ATF-like transcription factor
225180_at	3.82e-08	6.35e-10	-7.01	12.394968	-0.51767098	TTC14	tetratricopeptide repeat domain 14
226723_at	3.82e-08	6.36e-10	7.01	12.392009	0.53090675	SVBP	small vasohibin binding protein
226003_at	3.86e-08	6.44e-10	-7.01	12.380174	-1.39254202	KIF21A	kinesin family member 21A
226366_at	3.90e-08	6.53e-10	-7.00	12.367604	-0.89003886	SHPRH	SNF2 histone linker PHD RING helicase
226247_at	3.99e-08	6.70e-10	-7.00	12.342586	-0.87073549	PLEKHA1	pleckstrin homology domain containing A1
209369_at	4.00e-08	6.73e-10	7.00	12.337467	2.65349969	ANXA3	annexin A3
217794_at	4.06e-08	6.86e-10	6.99	12.319922	0.37888281	PRR13	proline rich 13
238346_s_at	4.39e-08	7.43e-10	-6.97	12.241552	-0.50182652	TGS1	trimethylguanosine synthase 1
224448_s_at	4.40e-08	7.48e-10	6.97	12.236088	0.69355471	MIR3934///UQCC2	microRNA 3934///ubiquinol-cytochrome c reductase complex assembly factor 2
207094_at	4.40e-08	7.50e-10	6.97	12.232613	2.95115943	CXCR1	C-X-C motif chemokine receptor 1
208640_at	4.43e-08	7.57e-10	6.97	12.223843	0.4863628	RAC1	ras-related C3 botulinum toxin substrate 1 (rho family, small GTP binding protein Rac1)
220734_s_at	4.45e-08	7.63e-10	6.97	12.21642	0.69164686	CPTP	ceramide-1-phosphate transfer protein
224596_at	4.45e-08	7.65e-10	6.97	12.214034	0.66637293	SLC44A1	solute carrier family 44 member 1
212024_x_at	4.52e-08	7.79e-10	6.96	12.196522	0.67678861	FLII	FLII, actin remodeling protein
40149_at	4.57e-08	7.91e-10	-6.96	12.181023	-0.50657405	SH2B1	SH2B adaptor protein 1
1558827_a_at	4.62e-08	8.04e-10	-6.96	12.165371	-0.85389303	ZNF831	zinc finger protein 831
208874_x_at	4.62e-08	8.07e-10	6.96	12.162502	0.47221426	PTPA	protein phosphatase 2 phosphatase activator
218338_at	4.62e-08	8.09e-10	-6.96	12.160155	-0.72037269	PHC1	polyhomeotic homolog 1
210119_at	4.62e-08	8.09e-10	6.96	12.159832	1.99083814	KCNJ15	potassium voltage-gated channel subfamily J member 15
223227_at	4.64e-08	8.14e-10	-6.95	12.153638	-0.61198728	BBS2	Bardet-Biedl syndrome 2
213049_at	4.66e-08	8.21e-10	-6.95	12.145352	-0.55241049	RALGAPA1	Ral GTPase activating protein catalytic alpha subunit 1
227751_at	4.66e-08	8.22e-10	-6.95	12.144542	-0.77725115	PDCD5	programmed cell death 5
234950_s_at	4.75e-08	8.40e-10	6.95	12.122926	0.68304257	RFWD2	ring finger and WD repeat domain 2
217931_at	4.86e-08	8.62e-10	6.94	12.097818	0.62764223	CNPY3	canopy FGF signaling regulator 3
208932_at	4.91e-08	8.73e-10	6.94	12.085464	0.36446358	PPP4C	protein phosphatase 4 catalytic subunit
210648_x_at	4.98e-08	8.92e-10	6.93	12.065092	0.59800724	SNX3	sorting nexin 3
208977_x_at	4.98e-08	8.92e-10	6.93	12.065071	0.68430745	TUBB4B	tubulin beta 4B class IVb
207573_x_at	5.02e-08	9.01e-10	6.93	12.055709	0.52489871	ATP5L	ATP synthase, H+ transporting, mitochondrial Fo complex subunit G
203630_s_at	5.05e-08	9.10e-10	-6.93	12.04612	-0.42865304	COG5	component of oligomeric golgi complex 5
217796_s_at	5.12e-08	9.24e-10	6.93	12.030888	0.60411311	NPLOC4	NPL4 homolog, ubiquitin recognition factor
230466_s_at	5.23e-08	9.47e-10	6.92	12.007591	0.57722956	RASSF3	Ras association domain family member 3
202561_at	5.24e-08	9.51e-10	-6.92	12.003313	-0.59727424	TNKS	tankyrase
202783_at	5.54e-08	1.01e-09	-6.91	11.946545	-0.99156982	NNT	nicotinamide nucleotide transhydrogenase
218482_at	5.54e-08	1.01e-09	6.91	11.943898	0.62785894	ENY2	ENY2, transcription and export complex 2 subunit
202241_at	5.64e-08	1.04e-09	6.90	11.920679	1.40021604	TRIB1	tribbles pseudokinase 1
46665_at	5.64e-08	1.04e-09	-6.90	11.918497	-0.92368852	SEMA4C	semaphorin 4C
225224_at	5.64e-08	1.04e-09	-6.90	11.918062	-0.64415909	NOL4L	nucleolar protein 4 like
223066_at	5.68e-08	1.05e-09	6.90	11.908789	0.53811855	SNAPIN	SNAP associated protein
224867_at	5.74e-08	1.06e-09	6.89	11.896355	0.43676644	MINOS1	mitochondrial inner membrane organizing system 1
203621_at	5.75e-08	1.07e-09	6.89	11.892047	0.47689465	NDUFB5	NADH:ubiquinone oxidoreductase subunit B5
205436_s_at	5.80e-08	1.08e-09	6.89	11.879006	0.81456527	H2AFX	H2A histone family member X
207236_at	5.80e-08	1.08e-09	-6.89	11.876622	-1.01846224	ZNF345	zinc finger protein 345
203964_at	5.80e-08	1.08e-09	6.89	11.875642	0.68307097	NMI	N-myc and STAT interactor
223070_at	5.86e-08	1.10e-09	6.89	11.863606	0.53081552	SELK	selenoprotein K
232521_at	5.86e-08	1.10e-09	-6.89	11.861247	-0.90365413	PCSK7	proprotein convertase subtilisin/kexin type 7
225850_at	5.90e-08	1.11e-09	6.88	11.850968	0.49282141	SFT2D1	SFT2 domain containing 1
202857_at	6.14e-08	1.16e-09	6.87	11.809573	0.49262389	CNPY2	canopy FGF signaling regulator 2
210473_s_at	6.25e-08	1.18e-09	-6.87	11.790427	-1.95632299	ADGRA3	adhesion G protein-coupled receptor A3
235568_at	6.32e-08	1.20e-09	6.87	11.776566	1.49479938	MCEMP1	mast cell expressed membrane protein 1
205568_at	6.54e-08	1.25e-09	6.86	11.74119	1.36919908	AQP9	aquaporin 9
213064_at	6.56e-08	1.25e-09	-6.86	11.736121	-0.6531435	ZC3H14	zinc finger CCCH-type containing 14
227917_at	6.63e-08	1.27e-09	-6.85	11.722907	-0.8601079	LOC100506990	uncharacterized LOC100506990
212607_at	6.66e-08	1.28e-09	-6.85	11.716327	-0.70074946	AKT3	AKT serine/threonine kinase 3
209799_at	6.75e-08	1.30e-09	-6.85	11.699993	-0.56097302	PRKAA1	protein kinase AMP-activated catalytic subunit alpha 1
212982_at	6.85e-08	1.32e-09	-6.84	11.684151	-0.65329126	ZDHHC17	zinc finger DHHC-type containing 17
203094_at	6.86e-08	1.33e-09	6.84	11.679781	0.67902594	MAD2L1BP	MAD2L1 binding protein
1559964_at	6.87e-08	1.33e-09	-6.84	11.676399	-0.92748119	LOC401261	uncharacterized LOC401261
214453_s_at	6.99e-08	1.36e-09	6.84	11.656728	1.81562045	IFI44	interferon induced protein 44
242429_at	7.09e-08	1.38e-09	-6.83	11.640713	-0.73448762	ZNF567	zinc finger protein 567
241525_at	7.13e-08	1.39e-09	-6.83	11.633009	-3.13498831	LOC200772	uncharacterized LOC200772
221827_at	7.32e-08	1.43e-09	6.83	11.605333	0.56576971	RBCK1	RANBP2-type and C3HC4-type zinc finger containing 1
1564310_a_at	7.57e-08	1.49e-09	-6.82	11.567622	-0.97344492	PARP15	poly(ADP-ribose) polymerase family member 15
203127_s_at	7.57e-08	1.49e-09	6.82	11.567332	0.8835584	SPTLC2	serine palmitoyltransferase long chain base subunit 2
201743_at	7.65e-08	1.51e-09	6.81	11.554472	0.92362861	CD14	CD14 molecule
212046_x_at	7.66e-08	1.52e-09	6.81	11.551406	0.86916878	MAPK3	mitogen-activated protein kinase 3
202611_s_at	7.98e-08	1.58e-09	-6.80	11.50898	-0.49061875	MED14	mediator complex subunit 14
223562_at	8.07e-08	1.61e-09	6.80	11.496083	0.61596508	PARVG	parvin gamma
222770_s_at	8.15e-08	1.63e-09	-6.80	11.483666	-0.67559543	GUF1	GUF1 homolog, GTPase
204645_at	8.16e-08	1.64e-09	-6.80	11.476911	-0.95592526	CCNT2	cyclin T2
213524_s_at	8.16e-08	1.64e-09	6.80	11.476084	2.82325357	G0S2	G0/G1 switch 2
209412_at	8.16e-08	1.64e-09	-6.80	11.475589	-0.60416182	LOC102724200///TRAPPC10	trafficking protein particle complex subunit 10-like///trafficking protein particle complex 10
224331_s_at	8.26e-08	1.67e-09	6.79	11.460831	0.48616411	MRPL36	mitochondrial ribosomal protein L36
206380_s_at	8.27e-08	1.67e-09	6.79	11.45699	0.84137928	CFP	complement factor properdin
212684_at	8.30e-08	1.68e-09	-6.79	11.451395	-0.91902873	ZNF3	zinc finger protein 3
206111_at	8.40e-08	1.71e-09	6.79	11.437579	1.43352022	RNASE2	ribonuclease A family member 2
202912_at	8.42e-08	1.71e-09	6.79	11.433215	1.51443224	ADM	adrenomedullin
220939_s_at	8.42e-08	1.72e-09	-6.79	11.43082	-0.36115573	DPP8	dipeptidyl peptidase 8
242191_at	8.46e-08	1.73e-09	-6.78	11.423607	-0.83793392		
214833_at	8.47e-08	1.74e-09	-6.78	11.420399	-0.86655796	TMEM63A	transmembrane protein 63A
210427_x_at	8.67e-08	1.78e-09	6.78	11.394465	0.70176421	ANXA2	annexin A2
200625_s_at	8.74e-08	1.80e-09	6.77	11.385337	0.43366854	CAP1	adenylate cyclase associated protein 1
202778_s_at	8.83e-08	1.82e-09	-6.77	11.372826	-0.5887704	ZMYM2	zinc finger MYM-type containing 2
204773_at	8.83e-08	1.83e-09	-6.77	11.369895	-0.72227518	IL11RA	interleukin 11 receptor subunit alpha
213262_at	8.84e-08	1.84e-09	-6.77	11.366832	-0.67966595	SACS	sacsin molecular chaperone
225477_s_at	8.94e-08	1.86e-09	-6.77	11.353248	-0.38528237	NR2C2	nuclear receptor subfamily 2 group C member 2
1553186_x_at	9.03e-08	1.88e-09	-6.76	11.342088	-1.44719236	RASEF	RAS and EF-hand domain containing
204976_s_at	9.18e-08	1.92e-09	-6.76	11.322904	-0.60858721	AMMECR1	Alport syndrome, mental retardation, midface hypoplasia and elliptocytosis chromosomal region gene 1
227087_at	9.19e-08	1.93e-09	-6.76	11.320432	-0.53901687	INPP4A	inositol polyphosphate-4-phosphatase type I A
208726_s_at	9.22e-08	1.94e-09	6.76	11.314185	0.64939787	EIF2S2	eukaryotic translation initiation factor 2 subunit beta
240239_at	9.54e-08	2.01e-09	-6.75	11.279606	-1.30809788	ZNF566	zinc finger protein 566
201470_at	9.60e-08	2.03e-09	6.75	11.27109	0.68176946	GSTO1	glutathione S-transferase omega 1
201641_at	9.68e-08	2.05e-09	6.75	11.26053	0.86237961	BST2	bone marrow stromal cell antigen 2
32259_at	9.76e-08	2.07e-09	-6.74	11.250268	-0.55149374	EZH1	enhancer of zeste 1 polycomb repressive complex 2 subunit
202675_at	9.93e-08	2.12e-09	6.74	11.22881	0.59976148	SDHB	succinate dehydrogenase complex iron sulfur subunit B
213646_x_at	9.93e-08	2.12e-09	6.74	11.228666	0.57272421	TUBA1B	tubulin alpha 1b
209001_s_at	9.97e-08	2.13e-09	6.74	11.222834	0.38245766	ANAPC13	anaphase promoting complex subunit 13
202086_at	9.98e-08	2.14e-09	6.74	11.219171	1.95134829	MX1	MX dynamin like GTPase 1
223334_at	9.99e-08	2.14e-09	6.74	11.2158	0.38248376	TMEM126A	transmembrane protein 126A
210149_s_at	1.00e-07	2.15e-09	6.73	11.212	0.57232633	ATP5H	ATP synthase, H+ transporting, mitochondrial Fo complex subunit D
200650_s_at	1.02e-07	2.20e-09	6.73	11.189252	0.48812619	LDHA	lactate dehydrogenase A
235037_at	1.02e-07	2.21e-09	-6.73	11.185552	-0.5891186	TMEM41A	transmembrane protein 41A
224512_s_at	1.03e-07	2.23e-09	6.73	11.179172	0.53125048	NAA38	N(alpha)-acetyltransferase 38, NatC auxiliary subunit
200738_s_at	1.05e-07	2.27e-09	6.72	11.161073	0.40735057	PGK1	phosphoglycerate kinase 1
203831_at	1.05e-07	2.29e-09	6.72	11.150963	0.4725471	R3HDM2	R3H domain containing 2
201631_s_at	1.07e-07	2.33e-09	6.72	11.13383	1.61692399	IER3	immediate early response 3
203454_s_at	1.08e-07	2.37e-09	6.71	11.120092	0.62671602	ATOX1	antioxidant 1 copper chaperone
225724_at	1.10e-07	2.41e-09	-6.71	11.103519	-0.76019245	PSMA3-AS1	PSMA3 antisense RNA 1
218989_x_at	1.10e-07	2.42e-09	-6.71	11.100476	-0.63292402	SLC30A5	solute carrier family 30 member 5
212655_at	1.12e-07	2.46e-09	-6.70	11.0851	-0.63614397	ZCCHC14	zinc finger CCHC-type containing 14
223626_x_at	1.12e-07	2.46e-09	6.70	11.08158	0.64523333	IFI27L2	interferon alpha inducible protein 27 like 2
1564002_a_at	1.15e-07	2.54e-09	-6.70	11.052453	-0.70385582	AK9	adenylate kinase 9
218331_s_at	1.15e-07	2.56e-09	-6.70	11.045297	-0.67546662	FAM208B	family with sequence similarity 208 member B
220176_at	1.17e-07	2.59e-09	-6.69	11.032637	-0.66111058	NUBPL	nucleotide binding protein like
233558_s_at	1.17e-07	2.60e-09	-6.69	11.030855	-0.47406803	TRAPPC11	trafficking protein particle complex 11
213626_at	1.17e-07	2.61e-09	-6.69	11.026228	-0.79303307	CBR4	carbonyl reductase 4
1553396_a_at	1.18e-07	2.64e-09	6.69	11.013444	2.57852403	CCDC13	coiled-coil domain containing 13
218447_at	1.19e-07	2.66e-09	6.69	11.007028	0.53318263	CMC2	C-X9-C motif containing 2
213703_at	1.19e-07	2.68e-09	-6.68	10.999507	-0.91729372	LINC00342	long intergenic non-protein coding RNA 342
202257_s_at	1.19e-07	2.68e-09	6.68	10.999174	0.61308938	CD2BP2	CD2 cytoplasmic tail binding protein 2
211961_s_at	1.21e-07	2.73e-09	6.68	10.983733	0.44207778	RAB7A	RAB7A, member RAS oncogene family
226090_x_at	1.24e-07	2.81e-09	-6.67	10.955954	-0.76373012	RABL3	RAB, member of RAS oncogene family like 3
214124_x_at	1.26e-07	2.86e-09	-6.67	10.93834	-0.68282444	FGFR1OP	FGFR1 oncogene partner
226452_at	1.29e-07	2.93e-09	-6.66	10.913754	-0.7671893	PDK1	pyruvate dehydrogenase kinase 1
207707_s_at	1.29e-07	2.93e-09	6.66	10.913373	0.56702567	SEC13	SEC13 homolog, nuclear pore and COPII coat complex component
200932_s_at	1.29e-07	2.94e-09	6.66	10.910584	0.46739455	DCTN2	dynactin subunit 2
205356_at	1.30e-07	2.98e-09	-6.66	10.899011	-0.6069259	USP13	ubiquitin specific peptidase 13 (isopeptidase T-3)
203435_s_at	1.30e-07	2.98e-09	6.66	10.896633	3.06286999	MME	membrane metallo-endopeptidase
220216_at	1.31e-07	3.01e-09	-6.66	10.887413	-0.72668746	C8orf44	chromosome 8 open reading frame 44
221255_s_at	1.35e-07	3.10e-09	6.65	10.859774	0.27291215	EMC6	ER membrane protein complex subunit 6
209571_at	1.36e-07	3.14e-09	6.65	10.846732	0.5863764	CIR1	corepressor interacting with RBPJ, 1
202001_s_at	1.36e-07	3.15e-09	6.65	10.842816	0.50905212	NDUFA6	NADH:ubiquinone oxidoreductase subunit A6
